食品番号,索引番号,食品名,エネルギー（Kcal）,タンパク質,脂質,炭水化物
11176,1828,＜畜肉類＞ ぶた ［ハム類］ ロースハム ロースハム,211.0,18.6,14.5,2.0
11303,1829,＜畜肉類＞ ぶた ［ハム類］ ロースハム ゆで,233.0,19.7,16.6,1.6
11304,1830,＜畜肉類＞ ぶた ［ハム類］ ロースハム 焼き,240.0,23.6,15.1,2.4
11305,1831,＜畜肉類＞ ぶた ［ハム類］ ロースハム フライ,432.0,17.3,32.3,20.0
11177,1832,＜畜肉類＞ ぶた ［ハム類］ ショルダーハム,221.0,16.1,18.2,0.6
11181,1833,＜畜肉類＞ ぶた ［ハム類］ 生ハム 促成,243.0,24.0,16.6,0.5
11182,1834,＜畜肉類＞ ぶた ［ハム類］ 生ハム 長期熟成,253.0,25.7,18.4,0.0
11178,1835,＜畜肉類＞ ぶた ［プレスハム類］ プレスハム,113.0,15.4,4.5,3.9
11180,1836,＜畜肉類＞ ぶた ［プレスハム類］ チョップドハム,132.0,11.7,4.2,12.7
11183,1837,＜畜肉類＞ ぶた ［ベーコン類］ ばらベーコン,400.0,12.9,39.1,0.3
11184,1838,＜畜肉類＞ ぶた ［ベーコン類］ ロースベーコン,202.0,16.8,14.6,3.2
11185,1839,＜畜肉類＞ ぶた ［ベーコン類］ ショルダーベーコン,178.0,17.2,11.9,2.5
11186,1840,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ウインナーソーセージ,319.0,11.5,30.6,3.3
11306,1841,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ゆで,328.0,12.1,32.0,1.4
11307,1842,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ 焼き,345.0,13.0,31.8,2.4
11308,1843,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ フライ,376.0,12.8,34.9,4.2
11187,1844,＜畜肉類＞ ぶた ［ソーセージ類］ セミドライソーセージ,335.0,16.9,29.7,2.9
11188,1845,＜畜肉類＞ ぶた ［ソーセージ類］ ドライソーセージ,467.0,26.7,42.0,2.6
11189,1846,＜畜肉類＞ ぶた ［ソーセージ類］ フランクフルトソーセージ,295.0,12.7,24.7,6.2
11190,1847,＜畜肉類＞ ぶた ［ソーセージ類］ ボロニアソーセージ,242.0,12.5,21.0,2.9
11191,1848,＜畜肉類＞ ぶた ［ソーセージ類］ リオナソーセージ,188.0,14.9,13.1,3.7
11192,1849,＜畜肉類＞ ぶた ［ソーセージ類］ レバーソーセージ,324.0,14.7,33.5,1.9
11193,1850,＜畜肉類＞ ぶた ［ソーセージ類］ 混合ソーセージ,231.0,11.8,22.7,4.7
11194,1851,＜畜肉類＞ ぶた ［ソーセージ類］ 生ソーセージ,269.0,14.0,24.4,0.8
11195,1852,＜畜肉類＞ ぶた ［その他］ 焼き豚,166.0,19.4,8.2,5.1
11196,1853,＜畜肉類＞ ぶた ［その他］ レバーペースト,370.0,12.9,34.7,3.6
11197,1854,＜畜肉類＞ ぶた ［その他］ スモークレバー,182.0,29.6,7.7,2.6
